target,cv_type,fold,method,seed,episode,f1,auc
limari,spatial,0,independent,42,2,0.6153846153846154,0.75
limari,spatial,0,independent,42,3,0.8,0.7916666666666666
limari,spatial,0,independent,42,4,0.6153846153846154,0.7638888888888888
limari,spatial,0,independent,42,5,0.6153846153846154,0.7222222222222222
limari,spatial,0,independent,42,6,0.6153846153846154,0.5694444444444444
limari,spatial,0,independent,42,7,0.5333333333333333,0.7638888888888888
limari,spatial,0,independent,42,8,0.5333333333333333,0.7638888888888888
limari,spatial,0,independent,42,9,0.5714285714285714,0.7777777777777778
limari,spatial,0,finetune,42,0,0.5714285714285714,0.736111111111111
limari,spatial,0,finetune,42,1,0.5714285714285714,0.736111111111111
limari,spatial,0,finetune,42,2,0.5714285714285714,0.7222222222222223
limari,spatial,0,finetune,42,3,0.6153846153846154,0.75
limari,spatial,0,finetune,42,4,0.5714285714285714,0.7638888888888888
limari,spatial,0,finetune,42,5,0.5714285714285714,0.75
limari,spatial,0,finetune,42,6,0.5,0.736111111111111
limari,spatial,0,finetune,42,7,0.6153846153846154,0.736111111111111
limari,spatial,0,finetune,42,8,0.5714285714285714,0.7361111111111112
limari,spatial,0,finetune,42,9,0.5714285714285714,0.75
limari,spatial,0,reptile,42,0,0.5714285714285714,0.7777777777777777
limari,spatial,0,reptile,42,1,0.5714285714285714,0.7638888888888888
limari,spatial,0,reptile,42,2,0.6153846153846154,0.7777777777777778
limari,spatial,0,reptile,42,3,0.5333333333333333,0.7638888888888888
limari,spatial,0,reptile,42,4,0.6153846153846154,0.7638888888888888
limari,spatial,0,reptile,42,5,0.5333333333333333,0.7916666666666666
limari,spatial,0,reptile,42,6,0.5333333333333333,0.75
limari,spatial,0,reptile,42,7,0.5,0.7638888888888888
limari,spatial,0,reptile,42,8,0.5333333333333333,0.7638888888888888
limari,spatial,0,reptile,42,9,0.6153846153846154,0.75
limari,spatial,0,fomaml,42,0,0.5714285714285714,0.75
limari,spatial,0,fomaml,42,1,0.46153846153846156,0.7361111111111112
limari,spatial,0,fomaml,42,2,0.5333333333333333,0.7638888888888887
limari,spatial,0,fomaml,42,3,0.5714285714285714,0.75
limari,spatial,0,fomaml,42,4,0.5,0.7361111111111112
limari,spatial,0,fomaml,42,5,0.5714285714285714,0.75
limari,spatial,0,fomaml,42,6,0.5333333333333333,0.7638888888888887
limari,spatial,0,fomaml,42,7,0.5,0.7361111111111112
limari,spatial,0,fomaml,42,8,0.5714285714285714,0.7222222222222222
limari,spatial,0,fomaml,42,9,0.5,0.7361111111111112
limari,spatial,1,independent,42,0,0.0,0.8
limari,spatial,1,independent,42,1,0.4,0.6
limari,spatial,1,independent,42,2,0.6666666666666666,0.8
limari,spatial,1,independent,42,3,0.5,0.8
limari,spatial,1,independent,42,4,0.0,0.6
limari,spatial,1,independent,42,5,0.0,0.6
limari,spatial,1,independent,42,6,0.6666666666666666,0.8
limari,spatial,1,independent,42,7,0.0,0.8
limari,spatial,1,independent,42,8,0.0,0.4
limari,spatial,1,independent,42,9,0.6666666666666666,0.8
limari,spatial,1,finetune,42,0,0.0,0.4
limari,spatial,1,finetune,42,1,0.0,1.0
limari,spatial,1,finetune,42,2,0.0,0.8
limari,spatial,1,finetune,42,3,0.5,0.6
limari,spatial,1,finetune,42,4,0.6666666666666666,0.8
limari,spatial,1,finetune,42,5,0.0,0.6
limari,spatial,1,finetune,42,6,0.6666666666666666,0.8
limari,spatial,1,finetune,42,7,0.5,0.6
limari,spatial,1,finetune,42,8,0.5,0.8
limari,spatial,1,finetune,42,9,0.4,0.6
limari,spatial,1,reptile,42,0,0.0,0.8
limari,spatial,1,reptile,42,1,0.0,0.6
limari,spatial,1,reptile,42,2,0.0,0.8
limari,spatial,1,reptile,42,3,0.0,0.8
limari,spatial,1,reptile,42,4,0.0,0.4
limari,spatial,1,reptile,42,5,0.6666666666666666,0.8
limari,spatial,1,reptile,42,6,0.0,0.6
limari,spatial,1,reptile,42,7,0.0,0.8
limari,spatial,1,reptile,42,8,0.4,0.4
limari,spatial,1,reptile,42,9,0.5,0.8
limari,spatial,1,fomaml,42,0,0.5,0.6
limari,spatial,1,fomaml,42,1,0.6666666666666666,0.8
limari,spatial,1,fomaml,42,2,0.0,0.6
limari,spatial,1,fomaml,42,3,0.0,0.6
limari,spatial,1,fomaml,42,4,0.0,0.6
limari,spatial,1,fomaml,42,5,0.0,0.8
limari,spatial,1,fomaml,42,6,0.0,0.6
limari,spatial,1,fomaml,42,7,0.0,0.4
limari,spatial,1,fomaml,42,8,0.4,0.4
limari,spatial,1,fomaml,42,9,0.6666666666666666,0.8
limari,spatial,2,independent,42,0,0.8,0.7999999999999999
limari,spatial,2,independent,42,1,0.625,0.72
limari,spatial,2,independent,42,2,0.6451612903225806,0.83
limari,spatial,2,independent,42,3,0.6666666666666666,0.5700000000000001
limari,spatial,2,independent,42,4,0.6666666666666666,0.59
limari,spatial,2,independent,42,5,0.5333333333333333,0.52
limari,spatial,2,independent,42,6,0.6666666666666666,0.74
limari,spatial,2,independent,42,7,0.7096774193548387,0.8099999999999999
limari,spatial,2,independent,42,8,0.6666666666666666,0.73
limari,spatial,2,independent,42,9,0.5,0.59
limari,spatial,2,finetune,42,0,0.6666666666666666,0.84
limari,spatial,2,finetune,42,1,0.5714285714285714,0.79
limari,spatial,2,finetune,42,2,0.5714285714285714,0.84
limari,spatial,2,finetune,42,3,0.4444444444444444,0.6699999999999999
limari,spatial,2,finetune,42,4,0.46153846153846156,0.73
limari,spatial,2,finetune,42,5,0.6666666666666666,0.59
limari,spatial,2,finetune,42,6,0.8421052631578947,0.82
limari,spatial,2,finetune,42,7,0.5185185185185185,0.7999999999999999
limari,spatial,2,finetune,42,8,0.6206896551724138,0.79
limari,spatial,2,finetune,42,9,0.6875,0.75
limari,spatial,2,reptile,42,0,0.5806451612903226,0.52
limari,spatial,2,reptile,42,1,0.7272727272727273,0.6900000000000001
limari,spatial,2,reptile,42,2,0.6,0.6
limari,spatial,2,reptile,42,3,0.6,0.6300000000000001
limari,spatial,2,reptile,42,4,0.6,0.5900000000000001
limari,spatial,2,reptile,42,5,0.6470588235294118,0.43999999999999995
limari,spatial,2,reptile,42,6,0.6470588235294118,0.43999999999999995
limari,spatial,2,reptile,42,7,0.6285714285714286,0.52
limari,spatial,2,reptile,42,8,0.6666666666666666,0.6099999999999999
limari,spatial,2,reptile,42,9,0.5714285714285714,0.6
limari,spatial,2,fomaml,42,0,0.6451612903225806,0.7799999999999999
limari,spatial,2,fomaml,42,1,0.7096774193548387,0.6399999999999999
limari,spatial,2,fomaml,42,2,0.5806451612903226,0.64
limari,spatial,2,fomaml,42,3,0.6666666666666666,0.6399999999999999
limari,spatial,2,fomaml,42,4,0.7567567567567568,0.66
limari,spatial,2,fomaml,42,5,0.5625,0.45999999999999996
limari,spatial,2,fomaml,42,6,0.6,0.64
limari,spatial,2,fomaml,42,7,0.7567567567567568,0.6699999999999999
limari,spatial,2,fomaml,42,8,0.6451612903225806,0.72
limari,spatial,2,fomaml,42,9,0.6666666666666666,0.74
limari,spatial,3,independent,42,0,0.0,
limari,spatial,3,independent,42,1,0.0,
limari,spatial,3,independent,42,2,0.0,
limari,spatial,3,independent,42,3,0.0,
limari,spatial,3,independent,42,4,0.0,
limari,spatial,3,independent,42,5,0.0,
limari,spatial,3,independent,42,6,0.0,
limari,spatial,3,independent,42,7,0.0,
limari,spatial,3,independent,42,8,0.0,
limari,spatial,3,independent,42,9,0.0,
limari,spatial,3,finetune,42,0,0.0,
limari,spatial,3,finetune,42,1,0.0,
limari,spatial,3,finetune,42,2,0.0,
limari,spatial,3,finetune,42,3,0.0,
limari,spatial,3,finetune,42,4,0.0,
limari,spatial,3,finetune,42,5,0.0,
limari,spatial,3,finetune,42,6,0.0,
limari,spatial,3,finetune,42,7,0.0,
limari,spatial,3,finetune,42,8,0.0,
limari,spatial,3,finetune,42,9,0.0,
limari,spatial,3,reptile,42,0,0.0,
limari,spatial,3,reptile,42,1,0.0,
limari,spatial,3,reptile,42,2,0.0,
limari,spatial,3,reptile,42,3,0.0,
limari,spatial,3,reptile,42,4,0.0,
limari,spatial,3,reptile,42,5,0.0,
limari,spatial,3,reptile,42,6,0.0,
limari,spatial,3,reptile,42,7,0.0,
limari,spatial,3,reptile,42,8,0.0,
limari,spatial,3,reptile,42,9,0.0,
limari,spatial,3,fomaml,42,0,0.0,
limari,spatial,3,fomaml,42,1,0.0,
limari,spatial,3,fomaml,42,2,0.0,
limari,spatial,3,fomaml,42,3,0.0,
limari,spatial,3,fomaml,42,4,0.0,
limari,spatial,3,fomaml,42,5,0.0,
limari,spatial,3,fomaml,42,6,0.0,
limari,spatial,3,fomaml,42,7,0.0,
limari,spatial,3,fomaml,42,8,0.0,
limari,spatial,3,fomaml,42,9,0.0,
limari,spatial,4,independent,42,0,0.8421052631578947,0.775
limari,spatial,4,independent,42,1,0.7058823529411765,0.575
limari,spatial,4,independent,42,2,0.75,0.825
limari,spatial,4,independent,42,3,0.8235294117647058,0.85
limari,spatial,4,independent,42,4,0.7058823529411765,0.75
limari,spatial,4,independent,42,5,0.6666666666666666,0.775
limari,spatial,4,independent,42,6,0.7777777777777778,0.7000000000000001
limari,spatial,4,independent,42,7,0.7777777777777778,0.625
limari,spatial,4,independent,42,8,0.75,0.675
limari,spatial,4,independent,42,9,0.8421052631578947,0.6000000000000001
limari,spatial,4,finetune,42,0,0.5333333333333333,0.55
limari,spatial,4,finetune,42,1,0.7777777777777778,0.675
limari,spatial,4,finetune,42,2,0.5333333333333333,0.65
limari,spatial,4,finetune,42,3,0.8421052631578947,0.65
limari,spatial,4,finetune,42,4,0.5714285714285714,0.65
limari,spatial,4,finetune,42,5,0.7058823529411765,0.65
limari,spatial,4,finetune,42,6,0.75,0.775
limari,spatial,4,finetune,42,7,0.5714285714285714,0.725
limari,spatial,4,finetune,42,8,0.7058823529411765,0.55
limari,spatial,4,finetune,42,9,0.7058823529411765,0.675
limari,spatial,4,reptile,42,0,0.8421052631578947,0.6
limari,spatial,4,reptile,42,1,0.625,0.575
limari,spatial,4,reptile,42,2,0.8421052631578947,0.625
limari,spatial,4,reptile,42,3,0.625,0.7
limari,spatial,4,reptile,42,4,0.7777777777777778,0.75
limari,spatial,4,reptile,42,5,0.7777777777777778,0.75
limari,spatial,4,reptile,42,6,0.7777777777777778,0.7
limari,spatial,4,reptile,42,7,0.8235294117647058,0.9
limari,spatial,4,reptile,42,8,0.7058823529411765,0.725
limari,spatial,4,reptile,42,9,0.7058823529411765,0.55
limari,spatial,4,fomaml,42,0,0.7777777777777778,0.7
limari,spatial,4,fomaml,42,1,0.7058823529411765,0.8
limari,spatial,4,fomaml,42,2,0.6153846153846154,0.825
limari,spatial,4,fomaml,42,3,0.5714285714285714,0.7
limari,spatial,4,fomaml,42,4,0.75,0.7
limari,spatial,4,fomaml,42,5,0.75,0.675
limari,spatial,4,fomaml,42,6,0.6666666666666666,0.725
limari,spatial,4,fomaml,42,7,0.7777777777777778,0.8
limari,spatial,4,fomaml,42,8,0.625,0.625
limari,spatial,4,fomaml,42,9,0.7142857142857143,0.85
limari,random,0,independent,42,0,0.6666666666666666,0.8571428571428572
limari,random,0,independent,42,1,0.9333333333333333,0.8775510204081632
limari,random,0,independent,42,2,0.6666666666666666,0.6734693877551021
limari,random,0,independent,42,3,0.75,0.6734693877551021
limari,random,0,independent,42,4,0.8,0.7551020408163265
limari,random,0,independent,42,5,0.9333333333333333,0.9183673469387755
limari,random,0,independent,42,6,0.7692307692307693,0.8775510204081632
limari,random,0,independent,42,7,0.7272727272727273,0.9795918367346939
limari,random,0,independent,42,8,0.7142857142857143,0.7959183673469388
limari,random,0,independent,42,9,0.7142857142857143,0.7346938775510204
limari,random,0,finetune,42,0,0.6666666666666666,0.8571428571428572
limari,random,0,finetune,42,1,0.7692307692307693,0.8775510204081634
limari,random,0,finetune,42,2,0.7692307692307693,0.8775510204081632
limari,random,0,finetune,42,3,0.875,0.8571428571428572
limari,random,0,finetune,42,4,0.5,0.7959183673469388
limari,random,0,finetune,42,5,0.7142857142857143,0.8571428571428571
limari,random,0,finetune,42,6,0.7142857142857143,0.8367346938775511
limari,random,0,finetune,42,7,0.9333333333333333,0.8979591836734694
limari,random,0,finetune,42,8,0.7692307692307693,0.8367346938775511
limari,random,0,finetune,42,9,0.6153846153846154,0.7755102040816326
limari,random,0,reptile,42,0,0.6153846153846154,0.8367346938775511
limari,random,0,reptile,42,1,0.6153846153846154,0.8163265306122449
limari,random,0,reptile,42,2,0.5714285714285714,0.7142857142857143
limari,random,0,reptile,42,3,0.7142857142857143,0.7959183673469388
limari,random,0,reptile,42,4,0.7692307692307693,0.8775510204081632
limari,random,0,reptile,42,5,0.6153846153846154,0.7755102040816326
limari,random,0,reptile,42,6,0.7692307692307693,0.8571428571428571
limari,random,0,reptile,42,7,0.8571428571428571,0.9591836734693877
limari,random,0,reptile,42,8,0.75,0.7959183673469388
limari,random,0,reptile,42,9,0.6666666666666666,0.8571428571428572
limari,random,0,fomaml,42,0,0.7692307692307693,0.8979591836734694
limari,random,0,fomaml,42,1,0.7692307692307693,0.9183673469387755
limari,random,0,fomaml,42,2,0.7142857142857143,0.7755102040816326
limari,random,0,fomaml,42,3,0.7692307692307693,0.8979591836734694
limari,random,0,fomaml,42,4,0.7142857142857143,0.8163265306122449
limari,random,0,fomaml,42,5,0.8571428571428571,0.8775510204081632
limari,random,0,fomaml,42,6,0.7692307692307693,0.836734693877551
limari,random,0,fomaml,42,7,0.8571428571428571,0.8775510204081632
limari,random,0,fomaml,42,8,0.6666666666666666,0.7142857142857143
limari,random,0,fomaml,42,9,0.8571428571428571,0.836734693877551
limari,random,1,independent,42,0,0.6666666666666666,0.875
limari,random,1,independent,42,1,0.7272727272727273,0.9166666666666666
limari,random,1,independent,42,2,0.9090909090909091,0.9791666666666667
limari,random,1,independent,42,3,0.7272727272727273,0.8958333333333333
limari,random,1,independent,42,4,0.8,0.9583333333333333
limari,random,1,independent,42,5,0.4,0.8333333333333333
limari,random,1,independent,42,6,0.4444444444444444,0.75
limari,random,1,independent,42,7,0.6,0.9375
limari,random,1,independent,42,8,0.9090909090909091,0.9583333333333334
limari,random,1,independent,42,9,0.7272727272727273,0.9583333333333333
limari,random,1,finetune,42,0,0.6,0.875
limari,random,1,finetune,42,1,0.7272727272727273,0.8541666666666667
limari,random,1,finetune,42,2,0.6,0.875
limari,random,1,finetune,42,3,0.7272727272727273,0.8958333333333334
limari,random,1,finetune,42,4,0.7272727272727273,0.8958333333333333
limari,random,1,finetune,42,5,0.6,0.8541666666666666
limari,random,1,finetune,42,6,0.7272727272727273,0.8958333333333333
limari,random,1,finetune,42,7,0.6,0.875
limari,random,1,finetune,42,8,0.7272727272727273,0.9166666666666666
limari,random,1,finetune,42,9,0.8333333333333334,0.9583333333333334
limari,random,1,reptile,42,0,0.4444444444444444,0.8541666666666666
limari,random,1,reptile,42,1,0.7272727272727273,0.9375
limari,random,1,reptile,42,2,0.8,0.9583333333333334
limari,random,1,reptile,42,3,0.9090909090909091,0.9791666666666667
limari,random,1,reptile,42,4,0.4444444444444444,0.9166666666666667
limari,random,1,reptile,42,5,0.5,0.8541666666666666
limari,random,1,reptile,42,6,0.4444444444444444,0.8958333333333333
limari,random,1,reptile,42,7,0.6,0.8958333333333333
limari,random,1,reptile,42,8,0.8,0.9166666666666666
limari,random,1,reptile,42,9,0.8,0.9166666666666666
limari,random,1,fomaml,42,0,0.7272727272727273,0.875
limari,random,1,fomaml,42,1,0.7272727272727273,0.875
limari,random,1,fomaml,42,2,0.6666666666666666,0.8958333333333334
limari,random,1,fomaml,42,3,0.8333333333333334,0.8958333333333333
limari,random,1,fomaml,42,4,0.6,0.8958333333333333
limari,random,1,fomaml,42,5,0.7272727272727273,0.9166666666666666
limari,random,1,fomaml,42,6,0.7272727272727273,0.8958333333333334
limari,random,1,fomaml,42,7,0.6666666666666666,0.8333333333333334
limari,random,1,fomaml,42,8,0.9090909090909091,0.9583333333333334
limari,random,1,fomaml,42,9,0.7272727272727273,0.8958333333333333
limari,random,2,independent,42,0,0.8571428571428571,0.9591836734693877
limari,random,2,independent,42,1,0.8571428571428571,0.9387755102040817
limari,random,2,independent,42,2,0.9333333333333333,0.9183673469387755
limari,random,2,independent,42,3,0.875,0.836734693877551
limari,random,2,independent,42,4,0.9333333333333333,0.9387755102040817
limari,random,2,independent,42,5,0.8,0.8367346938775511
limari,random,2,independent,42,6,0.8,0.8979591836734694
limari,random,2,independent,42,7,0.8235294117647058,0.8571428571428572
limari,random,2,independent,42,8,0.8,0.8775510204081632
limari,random,2,independent,42,9,0.8,0.8979591836734694
limari,random,2,finetune,42,0,0.7142857142857143,0.8979591836734694
limari,random,2,finetune,42,1,0.7142857142857143,0.8775510204081632
limari,random,2,finetune,42,2,0.8,0.9387755102040817
limari,random,2,finetune,42,3,0.8571428571428571,0.9183673469387754
limari,random,2,finetune,42,4,0.8333333333333334,0.9183673469387754
limari,random,2,finetune,42,5,0.75,0.8979591836734693
limari,random,2,finetune,42,6,0.7692307692307693,0.9183673469387754
limari,random,2,finetune,42,7,0.8571428571428571,0.9795918367346939
limari,random,2,finetune,42,8,0.7692307692307693,0.9387755102040817
limari,random,2,finetune,42,9,0.9333333333333333,0.9591836734693877
limari,random,2,reptile,42,0,0.875,0.9183673469387755
limari,random,2,reptile,42,1,0.875,0.9591836734693877
limari,random,2,reptile,42,2,0.875,0.9387755102040817
limari,random,2,reptile,42,3,0.875,0.9795918367346939
limari,random,2,reptile,42,4,0.9333333333333333,0.9591836734693877
limari,random,2,reptile,42,5,0.9333333333333333,0.9591836734693877
limari,random,2,reptile,42,6,0.9333333333333333,0.9591836734693877
limari,random,2,reptile,42,7,0.875,0.8775510204081634
limari,random,2,reptile,42,8,0.875,0.9387755102040817
limari,random,2,reptile,42,9,0.875,0.9183673469387755
limari,random,2,fomaml,42,0,0.8,0.7959183673469388
limari,random,2,fomaml,42,1,0.8571428571428571,0.8775510204081634
limari,random,2,fomaml,42,2,0.8,0.7959183673469388
limari,random,2,fomaml,42,3,0.8,0.8775510204081632
limari,random,2,fomaml,42,4,0.8,0.8979591836734694
limari,random,2,fomaml,42,5,0.8571428571428571,0.8979591836734693
limari,random,2,fomaml,42,6,0.8571428571428571,0.9387755102040817
limari,random,2,fomaml,42,7,0.8,0.8979591836734694
limari,random,2,fomaml,42,8,0.9333333333333333,0.8979591836734694
limari,random,2,fomaml,42,9,0.9333333333333333,0.9387755102040817
limari,random,3,independent,42,0,0.7058823529411765,0.65625
limari,random,3,independent,42,1,0.625,0.6666666666666666
limari,random,3,independent,42,2,0.7058823529411765,0.7083333333333334
limari,random,3,independent,42,3,0.5714285714285714,0.6666666666666667
limari,random,3,independent,42,4,0.625,0.6666666666666667
limari,random,3,independent,42,5,0.7142857142857143,0.7291666666666666
limari,random,3,independent,42,6,0.7058823529411765,0.7083333333333333
limari,random,3,independent,42,7,0.75,0.71875
limari,random,3,independent,42,8,0.6666666666666666,0.6875
limari,random,3,independent,42,9,0.7058823529411765,0.7916666666666667
limari,random,3,finetune,42,0,0.5882352941176471,0.7291666666666667
limari,random,3,finetune,42,1,0.5333333333333333,0.625
limari,random,3,finetune,42,2,0.7058823529411765,0.6666666666666666
limari,random,3,finetune,42,3,0.625,0.75
limari,random,3,finetune,42,4,0.4,0.625
limari,random,3,finetune,42,5,0.5882352941176471,0.6875
limari,random,3,finetune,42,6,0.5,0.5625
limari,random,3,finetune,42,7,0.6666666666666666,0.7291666666666667
limari,random,3,finetune,42,8,0.7058823529411765,0.625
limari,random,3,finetune,42,9,0.7058823529411765,0.7083333333333334
limari,random,3,reptile,42,0,0.625,0.5625
limari,random,3,reptile,42,1,0.5882352941176471,0.7916666666666667
limari,random,3,reptile,42,2,0.5714285714285714,0.6041666666666666
limari,random,3,reptile,42,3,0.5882352941176471,0.75
limari,random,3,reptile,42,4,0.625,0.7083333333333334
limari,random,3,reptile,42,5,0.5882352941176471,0.6666666666666667
limari,random,3,reptile,42,6,0.5882352941176471,0.6041666666666667
limari,random,3,reptile,42,7,0.5882352941176471,0.625
limari,random,3,reptile,42,8,0.5882352941176471,0.7708333333333333
limari,random,3,reptile,42,9,0.6666666666666666,0.7291666666666666
limari,random,3,fomaml,42,0,0.7058823529411765,0.5833333333333333
limari,random,3,fomaml,42,1,0.625,0.7708333333333333
limari,random,3,fomaml,42,2,0.6666666666666666,0.7083333333333333
limari,random,3,fomaml,42,3,0.625,0.5833333333333334
limari,random,3,fomaml,42,4,0.6666666666666666,0.7708333333333333
limari,random,3,fomaml,42,5,0.6666666666666666,0.5625
limari,random,3,fomaml,42,6,0.625,0.7291666666666667
limari,random,3,fomaml,42,7,0.625,0.6041666666666667
limari,random,3,fomaml,42,8,0.7058823529411765,0.6666666666666666
limari,random,3,fomaml,42,9,0.625,0.6458333333333333
limari,random,4,independent,42,0,0.8,0.9777777777777779
limari,random,4,independent,42,1,0.9411764705882353,0.9777777777777779
limari,random,4,independent,42,2,0.7058823529411765,0.8666666666666667
limari,random,4,independent,42,3,0.5333333333333333,0.5555555555555556
limari,random,4,independent,42,4,0.7368421052631579,0.6666666666666666
limari,random,4,independent,42,5,0.9411764705882353,0.9777777777777779
limari,random,4,independent,42,6,0.9473684210526315,0.9555555555555556
limari,random,4,independent,42,7,0.8888888888888888,0.9333333333333333
limari,random,4,independent,42,8,0.7777777777777778,0.8222222222222222
limari,random,4,independent,42,9,0.8888888888888888,0.8666666666666667
limari,random,4,finetune,42,0,0.8421052631578947,0.8666666666666667
limari,random,4,finetune,42,1,0.75,0.9111111111111112
limari,random,4,finetune,42,2,0.8,0.6888888888888889
limari,random,4,finetune,42,3,0.9473684210526315,0.888888888888889
limari,random,4,finetune,42,4,0.7777777777777778,0.8222222222222222
limari,random,4,finetune,42,5,0.8235294117647058,0.8888888888888888
limari,random,4,finetune,42,6,0.75,0.9333333333333333
limari,random,4,finetune,42,7,0.8235294117647058,0.8666666666666667
limari,random,4,finetune,42,8,0.75,0.8222222222222222
limari,random,4,finetune,42,9,0.8888888888888888,0.8888888888888888
limari,random,4,reptile,42,0,0.8571428571428571,0.7777777777777778
limari,random,4,reptile,42,1,0.7777777777777778,0.7333333333333334
limari,random,4,reptile,42,2,0.7777777777777778,0.8888888888888888
limari,random,4,reptile,42,3,0.7058823529411765,0.6444444444444445
limari,random,4,reptile,42,4,0.7777777777777778,0.7777777777777778
limari,random,4,reptile,42,5,0.7058823529411765,0.7333333333333333
limari,random,4,reptile,42,6,0.7777777777777778,0.7111111111111111
limari,random,4,reptile,42,7,0.9411764705882353,0.9777777777777779
limari,random,4,reptile,42,8,0.7142857142857143,0.9777777777777779
limari,random,4,reptile,42,9,0.6666666666666666,0.48888888888888893
limari,random,4,fomaml,42,0,0.875,0.9555555555555555
limari,random,4,fomaml,42,1,0.8888888888888888,0.9555555555555555
limari,random,4,fomaml,42,2,0.875,0.9777777777777779
limari,random,4,fomaml,42,3,1.0,1.0
limari,random,4,fomaml,42,4,0.8888888888888888,0.9777777777777779
limari,random,4,fomaml,42,5,0.8888888888888888,0.9555555555555556
limari,random,4,fomaml,42,6,0.875,0.9777777777777779
limari,random,4,fomaml,42,7,0.9411764705882353,0.9777777777777779
limari,random,4,fomaml,42,8,0.8421052631578947,0.7777777777777778
limari,random,4,fomaml,42,9,0.5714285714285714,0.6888888888888889
copiapo,spatial,0,independent,123,0,0.0,
copiapo,spatial,0,independent,123,1,0.0,
copiapo,spatial,0,independent,123,2,0.0,
copiapo,spatial,0,independent,123,3,0.0,
copiapo,spatial,0,independent,123,4,0.0,
copiapo,spatial,0,independent,123,5,0.0,
copiapo,spatial,0,independent,123,6,0.0,
copiapo,spatial,0,independent,123,7,0.0,
copiapo,spatial,0,independent,123,8,0.0,
copiapo,spatial,0,independent,123,9,0.0,
copiapo,spatial,0,finetune,123,0,0.0,
copiapo,spatial,0,finetune,123,1,0.0,
copiapo,spatial,0,finetune,123,2,0.0,
copiapo,spatial,0,finetune,123,3,0.0,
copiapo,spatial,0,finetune,123,4,0.0,
copiapo,spatial,0,finetune,123,5,0.0,
copiapo,spatial,0,finetune,123,6,0.0,
copiapo,spatial,0,finetune,123,7,0.0,
copiapo,spatial,0,finetune,123,8,0.0,
copiapo,spatial,0,finetune,123,9,0.0,
copiapo,spatial,0,reptile,123,0,0.0,
copiapo,spatial,0,reptile,123,1,0.0,
copiapo,spatial,0,reptile,123,2,0.0,
copiapo,spatial,0,reptile,123,3,0.0,
copiapo,spatial,0,reptile,123,4,0.0,
copiapo,spatial,0,reptile,123,5,0.0,
copiapo,spatial,0,reptile,123,6,0.0,
copiapo,spatial,0,reptile,123,7,0.0,
copiapo,spatial,0,reptile,123,8,0.0,
copiapo,spatial,0,reptile,123,9,0.0,
copiapo,spatial,0,fomaml,123,0,0.0,
copiapo,spatial,0,fomaml,123,1,0.0,
copiapo,spatial,0,fomaml,123,2,0.0,
copiapo,spatial,0,fomaml,123,3,0.0,
copiapo,spatial,0,fomaml,123,4,0.0,
copiapo,spatial,0,fomaml,123,5,0.0,
copiapo,spatial,0,fomaml,123,6,0.0,
copiapo,spatial,0,fomaml,123,7,0.0,
copiapo,spatial,0,fomaml,123,8,0.0,
copiapo,spatial,0,fomaml,123,9,0.0,
copiapo,spatial,1,independent,123,0,0.4444444444444444,0.8571428571428571
copiapo,spatial,1,independent,123,1,0.4444444444444444,1.0
copiapo,spatial,1,independent,123,2,0.4444444444444444,1.0
copiapo,spatial,1,independent,123,3,0.4444444444444444,1.0
copiapo,spatial,1,independent,123,4,0.4444444444444444,1.0
copiapo,spatial,1,independent,123,5,0.4444444444444444,0.8571428571428571
copiapo,spatial,1,independent,123,6,0.4444444444444444,0.7142857142857143
copiapo,spatial,1,independent,123,7,0.4444444444444444,1.0
copiapo,spatial,1,independent,123,8,0.4444444444444444,0.8571428571428571
copiapo,spatial,1,independent,123,9,0.4444444444444444,1.0
copiapo,spatial,1,finetune,123,0,0.4444444444444444,1.0
copiapo,spatial,1,finetune,123,1,0.25,0.8571428571428571
copiapo,spatial,1,finetune,123,2,0.4444444444444444,1.0
copiapo,spatial,1,finetune,123,3,0.4444444444444444,1.0
copiapo,spatial,1,finetune,123,4,0.25,0.8571428571428571
copiapo,spatial,1,finetune,123,5,0.25,0.7142857142857143
copiapo,spatial,1,finetune,123,6,0.4444444444444444,0.8571428571428571
copiapo,spatial,1,finetune,123,7,0.4444444444444444,0.7142857142857143
copiapo,spatial,1,finetune,123,8,0.25,1.0
copiapo,spatial,1,finetune,123,9,0.4444444444444444,0.8571428571428571
copiapo,spatial,1,reptile,123,0,0.4444444444444444,1.0
copiapo,spatial,1,reptile,123,1,0.4444444444444444,1.0
copiapo,spatial,1,reptile,123,2,0.4444444444444444,1.0
copiapo,spatial,1,reptile,123,3,0.6,1.0
copiapo,spatial,1,reptile,123,4,0.6,1.0
copiapo,spatial,1,reptile,123,5,0.4444444444444444,0.8571428571428571
copiapo,spatial,1,reptile,123,6,0.4444444444444444,1.0
copiapo,spatial,1,reptile,123,7,0.4444444444444444,0.8571428571428571
copiapo,spatial,1,reptile,123,8,0.4444444444444444,0.8571428571428571
copiapo,spatial,1,reptile,123,9,0.4444444444444444,1.0
copiapo,spatial,1,fomaml,123,0,0.4444444444444444,1.0
copiapo,spatial,1,fomaml,123,1,0.4444444444444444,1.0
copiapo,spatial,1,fomaml,123,2,0.4444444444444444,1.0
copiapo,spatial,1,fomaml,123,3,0.4444444444444444,1.0
copiapo,spatial,1,fomaml,123,4,0.4444444444444444,1.0
copiapo,spatial,1,fomaml,123,5,0.4444444444444444,1.0
copiapo,spatial,1,fomaml,123,6,0.4444444444444444,1.0
