target,K,method,seed,episode,f1,auc
limari,1,dann,42,30,0.72,0.5900000000000001
limari,1,dann,42,31,0.5,0.27
limari,1,dann,42,32,0.0,0.5
limari,1,dann,42,33,0.7692307692307693,0.83
limari,1,dann,42,34,0.6363636363636364,0.63
limari,1,dann,42,35,0.4444444444444444,0.61
limari,1,dann,42,36,0.6363636363636364,0.63
limari,1,dann,42,37,0.43478260869565216,0.42
limari,1,dann,42,38,0.7,0.73
limari,1,dann,42,39,0.3333333333333333,0.8999999999999999
limari,1,dann,42,40,0.6923076923076923,0.47000000000000003
limari,1,dann,42,41,0.56,0.43499999999999994
limari,1,dann,42,42,0.5454545454545454,0.56
limari,1,dann,42,43,0.6086956521739131,0.62
limari,1,dann,42,44,0.7368421052631579,0.84
limari,1,dann,42,45,0.5263157894736842,0.61
limari,1,dann,42,46,0.5555555555555556,0.73
limari,1,dann,42,47,0.46153846153846156,0.57
limari,1,dann,42,48,0.631578947368421,0.74
limari,1,dann,42,49,0.6363636363636364,0.6699999999999999
limari,5,dann,42,0,0.5333333333333333,0.8250000000000001
limari,5,dann,42,1,0.6086956521739131,0.71
limari,5,dann,42,2,0.2857142857142857,0.59
limari,5,dann,42,3,0.6153846153846154,0.74
limari,5,dann,42,4,0.8181818181818182,0.85
limari,5,dann,42,5,0.5,0.72
limari,5,dann,42,6,0.7272727272727273,0.7999999999999999
limari,5,dann,42,7,0.47058823529411764,0.68
limari,5,dann,42,8,0.7368421052631579,0.89
limari,5,dann,42,9,0.5882352941176471,0.82
limari,5,dann,42,10,0.72,0.63
limari,5,dann,42,11,0.6,0.6699999999999999
limari,5,dann,42,12,0.4,0.76
limari,5,dann,42,13,0.5,0.75
limari,5,dann,42,14,0.5714285714285714,0.6
limari,5,dann,42,15,0.7,0.63
limari,5,dann,42,16,0.75,0.64
limari,5,dann,42,17,0.7368421052631579,0.86
limari,5,dann,42,18,0.5,0.61
limari,5,dann,42,19,0.47058823529411764,0.76
limari,5,dann,42,20,0.8571428571428571,0.815
limari,5,dann,42,21,0.5,0.61
limari,5,dann,42,22,0.6666666666666666,0.655
limari,5,dann,42,23,0.5555555555555556,0.74
limari,5,dann,42,24,0.7619047619047619,0.75
limari,5,dann,42,25,0.5333333333333333,0.8200000000000001
limari,5,dann,42,26,0.7368421052631579,0.77
limari,5,dann,42,27,0.3076923076923077,0.76
limari,5,dann,42,28,0.6086956521739131,0.63
limari,5,dann,42,29,0.7407407407407407,0.49
limari,5,dann,42,30,0.6666666666666666,0.5800000000000001
limari,5,dann,42,31,0.6363636363636364,0.69
limari,5,dann,42,32,0.5714285714285714,0.61
limari,5,dann,42,33,0.4,0.45
limari,5,dann,42,34,0.6666666666666666,0.44999999999999996
limari,5,dann,42,35,0.26666666666666666,0.56
limari,5,dann,42,36,0.47058823529411764,0.78
limari,5,dann,42,37,0.6,0.7
limari,5,dann,42,38,0.631578947368421,0.78
limari,5,dann,42,39,0.782608695652174,0.685
limari,5,dann,42,40,0.5217391304347826,0.52
limari,5,dann,42,41,0.75,0.765
limari,5,dann,42,42,0.7,0.69
limari,5,dann,42,43,0.4,0.73
limari,5,dann,42,44,0.4,0.82
limari,5,dann,42,45,0.5,0.5800000000000001
limari,5,dann,42,46,0.8,0.92
limari,5,dann,42,47,0.631578947368421,0.785
limari,5,dann,42,48,0.7368421052631579,0.85
limari,5,dann,42,49,0.64,0.5800000000000001
limari,10,dann,42,0,0.5555555555555556,0.79
limari,10,dann,42,1,0.8181818181818182,0.765
limari,10,dann,42,2,0.6666666666666666,0.89
limari,10,dann,42,3,0.9090909090909091,0.9400000000000001
limari,10,dann,42,4,0.5714285714285714,0.78
limari,10,dann,42,5,0.7619047619047619,0.76
limari,10,dann,42,6,0.5263157894736842,0.6649999999999999
limari,10,dann,42,7,0.8181818181818182,0.8899999999999999
limari,10,dann,42,8,0.5714285714285714,0.545
limari,10,dann,42,9,0.7,0.71
limari,10,dann,42,10,0.7272727272727273,0.74
limari,10,dann,42,11,0.8181818181818182,0.8200000000000001
limari,10,dann,42,12,0.75,0.84
limari,10,dann,42,13,0.7777777777777778,0.85
limari,10,dann,42,14,0.7407407407407407,0.41000000000000003
limari,10,dann,42,15,0.6666666666666666,0.92
limari,10,dann,42,16,0.5,0.71
limari,10,dann,42,17,0.7,0.77
limari,10,dann,42,18,0.7619047619047619,0.9100000000000001
limari,10,dann,42,19,0.8333333333333334,0.8200000000000001
limari,10,dann,42,20,0.8,0.8200000000000001
limari,10,dann,42,21,0.6,0.71
limari,10,dann,42,22,0.7,0.76
limari,10,dann,42,23,0.7368421052631579,0.8500000000000001
limari,10,dann,42,24,0.7142857142857143,0.47
limari,10,dann,42,25,0.7619047619047619,0.72
limari,10,dann,42,26,0.5263157894736842,0.675
limari,10,dann,42,27,0.7368421052631579,0.8300000000000001
limari,10,dann,42,28,0.5882352941176471,0.7999999999999999
limari,10,dann,42,29,0.6923076923076923,0.72
limari,10,dann,42,30,0.375,0.64
limari,10,dann,42,31,0.6666666666666666,0.81
limari,10,dann,42,32,0.9090909090909091,0.86
limari,10,dann,42,33,0.5555555555555556,0.75
limari,10,dann,42,34,0.6363636363636364,0.6000000000000001
limari,10,dann,42,35,0.9,0.98
limari,10,dann,42,36,0.5882352941176471,0.76
limari,10,dann,42,37,0.631578947368421,0.78
limari,10,dann,42,38,0.8,0.9100000000000001
limari,10,dann,42,39,0.7619047619047619,0.78
limari,10,dann,42,40,0.631578947368421,0.78
limari,10,dann,42,41,0.7272727272727273,0.78
limari,10,dann,42,42,0.6666666666666666,0.72
limari,10,dann,42,43,0.7777777777777778,0.9100000000000001
limari,10,dann,42,44,0.631578947368421,0.84
limari,10,dann,42,45,0.6666666666666666,0.8999999999999999
limari,10,dann,42,46,0.6363636363636364,0.775
limari,10,dann,42,47,0.72,0.81
limari,10,dann,42,48,0.7272727272727273,0.685
limari,10,dann,42,49,0.7272727272727273,0.7
limari,20,dann,42,0,0.6666666666666666,1.0
limari,20,dann,42,1,0.5555555555555556,0.7799999999999999
limari,20,dann,42,2,0.6666666666666666,0.71
limari,20,dann,42,3,0.75,0.9900000000000001
limari,20,dann,42,4,0.7058823529411765,0.88
limari,20,dann,42,5,0.7,0.76
limari,20,dann,42,6,0.6666666666666666,0.78
limari,20,dann,42,7,0.6666666666666666,0.77
limari,20,dann,42,8,0.8571428571428571,0.89
limari,20,dann,42,9,0.7619047619047619,0.88
limari,20,dann,42,10,0.8571428571428571,0.91
limari,20,dann,42,11,0.6,0.72
limari,20,dann,42,12,0.7619047619047619,0.86
limari,20,dann,42,13,0.8421052631578947,0.94
limari,20,dann,42,14,0.631578947368421,0.65
limari,20,dann,42,15,0.9,0.8800000000000001
limari,20,dann,42,16,0.75,0.92
limari,20,dann,42,17,0.8181818181818182,0.9400000000000001
limari,20,dann,42,18,0.7619047619047619,0.8599999999999999
limari,20,dann,42,19,0.8333333333333334,0.7999999999999999
limari,20,dann,42,20,0.7272727272727273,0.73
limari,20,dann,42,21,0.7368421052631579,0.86
limari,20,dann,42,22,0.7,0.83
limari,20,dann,42,23,0.7272727272727273,0.7
limari,20,dann,42,24,0.7619047619047619,0.84
limari,20,dann,42,25,0.8571428571428571,0.88
limari,20,dann,42,26,0.6666666666666666,0.8900000000000001
limari,20,dann,42,27,0.5555555555555556,0.71
limari,20,dann,42,28,0.7,0.8300000000000001
limari,20,dann,42,29,0.6,0.74
limari,20,dann,42,30,0.75,0.98
limari,20,dann,42,31,0.6666666666666666,0.8699999999999999
limari,20,dann,42,32,0.6666666666666666,0.83
limari,20,dann,42,33,0.7368421052631579,0.82
limari,20,dann,42,34,0.7368421052631579,0.79
limari,20,dann,42,35,0.7272727272727273,0.75
limari,20,dann,42,36,0.7272727272727273,0.81
limari,20,dann,42,37,0.7368421052631579,0.84
limari,20,dann,42,38,0.7368421052631579,0.85
limari,20,dann,42,39,0.8181818181818182,0.85
limari,20,dann,42,40,0.47058823529411764,0.63
limari,20,dann,42,41,0.8695652173913043,0.8699999999999999
limari,20,dann,42,42,0.7058823529411765,0.9199999999999999
limari,20,dann,42,43,0.631578947368421,0.8699999999999999
limari,20,dann,42,44,0.8181818181818182,0.93
limari,20,dann,42,45,0.7272727272727273,0.79
limari,20,dann,42,46,0.4444444444444444,0.6000000000000001
limari,20,dann,42,47,0.8181818181818182,0.9299999999999999
limari,20,dann,42,48,0.7777777777777778,0.9099999999999999
limari,20,dann,42,49,0.7619047619047619,0.81
copiapo,1,dann,123,0,0.3333333333333333,0.8
copiapo,1,dann,123,1,0.6666666666666666,0.92
copiapo,1,dann,123,2,0.6666666666666666,0.78
copiapo,1,dann,123,3,0.7058823529411765,0.88
copiapo,1,dann,123,4,0.7619047619047619,0.77
copiapo,1,dann,123,5,0.631578947368421,0.61
copiapo,1,dann,123,6,0.6666666666666666,0.665
copiapo,1,dann,123,7,0.6666666666666666,0.6
copiapo,1,dann,123,8,0.6923076923076923,0.72
copiapo,1,dann,123,9,0.5833333333333334,0.56
copiapo,1,dann,123,10,0.75,0.88
copiapo,1,dann,123,11,0.75,0.94
copiapo,1,dann,123,12,0.375,0.67
copiapo,1,dann,123,13,0.5714285714285714,0.52
copiapo,1,dann,123,14,0.5333333333333333,0.8500000000000001
copiapo,1,dann,123,15,0.6666666666666666,0.84
copiapo,1,dann,123,16,0.75,0.6
copiapo,1,dann,123,17,0.7058823529411765,0.8699999999999999
copiapo,1,dann,123,18,0.5882352941176471,0.8200000000000001
copiapo,1,dann,123,19,0.6,0.6000000000000001
copiapo,1,dann,123,20,0.6666666666666666,0.84
copiapo,1,dann,123,21,0.6086956521739131,0.7000000000000001
copiapo,1,dann,123,22,0.782608695652174,0.74
copiapo,1,dann,123,23,0.7272727272727273,0.76
copiapo,1,dann,123,24,0.42857142857142855,0.76
copiapo,1,dann,123,25,0.5,0.7050000000000001
copiapo,1,dann,123,26,0.7272727272727273,0.5900000000000001
copiapo,1,dann,123,27,0.6666666666666666,0.8500000000000001
copiapo,1,dann,123,28,0.6896551724137931,0.7600000000000001
copiapo,1,dann,123,29,0.5,0.5700000000000001
copiapo,1,dann,123,30,0.46153846153846156,0.88
copiapo,1,dann,123,31,0.7368421052631579,0.79
copiapo,1,dann,123,32,0.631578947368421,0.76
copiapo,1,dann,123,33,0.6086956521739131,0.5
copiapo,1,dann,123,34,0.6666666666666666,0.8099999999999999
copiapo,1,dann,123,35,0.75,0.9800000000000001
copiapo,1,dann,123,36,0.8333333333333334,0.8
copiapo,1,dann,123,37,0.5714285714285714,0.625
copiapo,1,dann,123,38,0.0,0.71
copiapo,1,dann,123,39,0.8,0.71
copiapo,1,dann,123,40,0.72,0.66
copiapo,1,dann,123,41,0.8333333333333334,0.77
copiapo,1,dann,123,42,0.8571428571428571,0.86
copiapo,1,dann,123,43,0.5555555555555556,0.635
copiapo,1,dann,123,44,0.0,0.8300000000000001
copiapo,1,dann,123,45,0.5333333333333333,0.73
copiapo,1,dann,123,46,0.75,1.0
copiapo,1,dann,123,47,0.6363636363636364,0.73
copiapo,1,dann,123,48,0.42105263157894735,0.37
copiapo,1,dann,123,49,0.625,0.82
copiapo,5,dann,123,0,0.5,0.8300000000000001
copiapo,5,dann,123,1,0.7368421052631579,0.9099999999999999
copiapo,5,dann,123,2,0.782608695652174,0.9400000000000001
copiapo,5,dann,123,3,0.8181818181818182,0.88
copiapo,5,dann,123,4,0.6,0.79
copiapo,5,dann,123,5,0.7058823529411765,0.92
copiapo,5,dann,123,6,0.782608695652174,0.76
copiapo,5,dann,123,7,0.625,0.8799999999999999
copiapo,5,dann,123,8,0.6923076923076923,0.745
copiapo,5,dann,123,9,0.4444444444444444,0.6799999999999999
copiapo,5,dann,123,10,0.782608695652174,0.77
copiapo,5,dann,123,11,0.7368421052631579,0.8400000000000001
copiapo,5,dann,123,12,0.46153846153846156,0.8200000000000001
copiapo,5,dann,123,13,0.8235294117647058,0.97
copiapo,5,dann,123,14,0.8333333333333334,0.89
copiapo,5,dann,123,15,0.7058823529411765,0.9400000000000001
copiapo,5,dann,123,16,0.6666666666666666,0.88
copiapo,5,dann,123,17,0.7777777777777778,0.9
copiapo,5,dann,123,18,0.631578947368421,0.76
copiapo,5,dann,123,19,0.7368421052631579,0.86
copiapo,5,dann,123,20,0.5555555555555556,0.76
copiapo,5,dann,123,21,0.47058823529411764,0.53
copiapo,5,dann,123,22,0.6666666666666666,0.7999999999999999
copiapo,5,dann,123,23,0.3076923076923077,0.7999999999999999
copiapo,5,dann,123,24,0.782608695652174,0.8150000000000001
copiapo,5,dann,123,25,0.7272727272727273,0.6900000000000001
copiapo,5,dann,123,26,0.8,0.87
copiapo,5,dann,123,27,0.631578947368421,0.76
copiapo,5,dann,123,28,0.5882352941176471,0.75
copiapo,5,dann,123,29,0.7272727272727273,0.76
copiapo,5,dann,123,30,0.631578947368421,0.8200000000000001
copiapo,5,dann,123,31,0.625,0.82
copiapo,5,dann,123,32,0.9090909090909091,0.96
copiapo,5,dann,123,33,0.8181818181818182,0.89
copiapo,5,dann,123,34,0.8695652173913043,0.87
copiapo,5,dann,123,35,0.6,0.715
copiapo,5,dann,123,36,0.7058823529411765,0.7099999999999999
copiapo,5,dann,123,37,0.8,0.9099999999999999
copiapo,5,dann,123,38,0.7,0.8
copiapo,5,dann,123,39,0.72,0.79
copiapo,5,dann,123,40,0.7692307692307693,0.6499999999999999
copiapo,5,dann,123,41,0.7368421052631579,0.92
copiapo,5,dann,123,42,0.8,0.88
copiapo,5,dann,123,43,0.3333333333333333,0.97
copiapo,5,dann,123,44,0.42857142857142855,0.9199999999999999
copiapo,5,dann,123,45,0.8421052631578947,0.89
copiapo,5,dann,123,46,0.782608695652174,0.87
copiapo,5,dann,123,47,0.47058823529411764,0.76
copiapo,5,dann,123,48,0.72,0.7000000000000001
copiapo,5,dann,123,49,0.5714285714285714,0.95
huasco,1,dann,123,0,0.5384615384615384,0.52
huasco,1,dann,123,1,0.4444444444444444,0.49
huasco,1,dann,123,2,0.75,0.74
huasco,1,dann,123,3,0.7619047619047619,0.7000000000000001
huasco,1,dann,123,4,0.625,0.8899999999999999
huasco,1,dann,123,5,0.6153846153846154,0.4600000000000001
huasco,1,dann,123,6,0.7058823529411765,0.8500000000000002
huasco,1,dann,123,7,0.625,0.94
huasco,1,dann,123,8,0.6666666666666666,0.84
huasco,1,dann,123,9,0.6363636363636364,0.77
huasco,1,dann,123,10,0.75,0.8899999999999999
huasco,1,dann,123,11,0.26666666666666666,0.66
huasco,1,dann,123,12,0.8,0.89
huasco,1,dann,123,13,0.7,0.7899999999999999
huasco,1,dann,123,14,0.5333333333333333,0.89
huasco,1,dann,123,15,0.72,0.705
huasco,1,dann,123,16,0.7619047619047619,0.75
huasco,1,dann,123,17,0.5555555555555556,0.85
huasco,1,dann,123,18,0.21052631578947367,0.34
huasco,1,dann,123,19,0.5333333333333333,0.79
huasco,1,dann,123,20,0.42105263157894735,0.5900000000000001
huasco,1,dann,123,21,0.8333333333333334,0.845
huasco,1,dann,123,22,0.8235294117647058,0.93
huasco,1,dann,123,23,0.16666666666666666,0.1
huasco,1,dann,123,24,0.7142857142857143,0.9
huasco,1,dann,123,25,0.72,0.73
huasco,1,dann,123,26,0.7777777777777778,0.8
huasco,1,dann,123,27,0.5882352941176471,0.6200000000000001
huasco,1,dann,123,28,0.3333333333333333,0.63
huasco,1,dann,123,29,0.6,0.69
huasco,1,dann,123,30,0.7,0.76
huasco,1,dann,123,31,0.8181818181818182,0.83
huasco,1,dann,123,32,0.18181818181818182,0.7999999999999999
huasco,1,dann,123,33,0.7272727272727273,0.81
huasco,1,dann,123,34,0.8,0.885
huasco,1,dann,123,35,0.6956521739130435,0.7
huasco,1,dann,123,36,0.5333333333333333,0.87
huasco,1,dann,123,37,0.8421052631578947,0.89
huasco,1,dann,123,38,0.7272727272727273,0.81
huasco,1,dann,123,39,0.6,0.72
huasco,1,dann,123,40,0.7368421052631579,0.89
huasco,1,dann,123,41,0.8,0.8599999999999999
huasco,1,dann,123,42,0.782608695652174,0.81
huasco,1,dann,123,43,0.42857142857142855,0.69
huasco,1,dann,123,44,0.8235294117647058,0.92
huasco,1,dann,123,45,0.782608695652174,0.9
huasco,1,dann,123,46,0.782608695652174,0.75
huasco,1,dann,123,47,0.782608695652174,0.83
huasco,1,dann,123,48,0.3333333333333333,0.5
huasco,1,dann,123,49,0.9090909090909091,0.8899999999999999
huasco,5,dann,123,0,0.8,0.8400000000000001
huasco,5,dann,123,1,0.9,0.9700000000000001
huasco,5,dann,123,2,0.8695652173913043,0.865
huasco,5,dann,123,3,0.7777777777777778,0.96
huasco,5,dann,123,4,0.8571428571428571,0.9299999999999999
huasco,5,dann,123,5,0.8235294117647058,0.99
huasco,5,dann,123,6,0.8181818181818182,0.9
huasco,5,dann,123,7,0.8181818181818182,0.9700000000000001
huasco,5,dann,123,8,0.7058823529411765,0.88
huasco,5,dann,123,9,0.9,0.91
huasco,5,dann,123,10,0.75,0.95
huasco,5,dann,123,11,0.7777777777777778,0.96
huasco,5,dann,123,12,0.8695652173913043,1.0
huasco,5,dann,123,13,0.9,0.95
huasco,5,dann,123,14,0.8235294117647058,0.97
huasco,5,dann,123,15,0.64,0.65
huasco,5,dann,123,16,0.8235294117647058,0.99
huasco,5,dann,123,17,0.6666666666666666,0.8
huasco,5,dann,123,18,0.631578947368421,0.75
huasco,5,dann,123,19,0.3333333333333333,0.9199999999999999
huasco,5,dann,123,20,0.8235294117647058,0.9
huasco,5,dann,123,21,0.7777777777777778,0.9299999999999999
huasco,5,dann,123,22,0.6666666666666666,0.8600000000000001
huasco,5,dann,123,23,0.8,0.9
huasco,5,dann,123,24,0.8695652173913043,0.9800000000000001
huasco,5,dann,123,25,0.47058823529411764,0.75
huasco,5,dann,123,26,0.9523809523809523,0.97
huasco,5,dann,123,27,0.75,0.97
huasco,5,dann,123,28,0.7777777777777778,0.96
huasco,5,dann,123,29,0.625,0.86
huasco,5,dann,123,30,0.5333333333333333,0.85
huasco,5,dann,123,31,0.782608695652174,0.87
huasco,5,dann,123,32,1.0,1.0
huasco,5,dann,123,33,0.8695652173913043,0.84
huasco,5,dann,123,34,0.5882352941176471,0.76
huasco,5,dann,123,35,0.9,0.9500000000000001
huasco,5,dann,123,36,0.8421052631578947,0.93
huasco,5,dann,123,37,0.8571428571428571,0.9400000000000001
huasco,5,dann,123,38,0.8421052631578947,0.9
huasco,5,dann,123,39,0.8,0.9099999999999999
huasco,5,dann,123,40,0.8888888888888888,0.9999999999999999
huasco,5,dann,123,41,0.9523809523809523,1.0
huasco,5,dann,123,42,0.8181818181818182,0.8899999999999999
huasco,5,dann,123,43,0.75,0.9800000000000001
huasco,5,dann,123,44,0.9,0.9700000000000001
huasco,5,dann,123,45,0.9473684210526315,1.0
huasco,5,dann,123,46,0.9473684210526315,0.9899999999999999
huasco,5,dann,123,47,0.8,0.91
huasco,5,dann,123,48,0.8421052631578947,0.9400000000000001
huasco,5,dann,123,49,0.8571428571428571,0.9800000000000001
huasco,10,dann,123,0,0.8888888888888888,1.0
huasco,10,dann,123,1,0.8695652173913043,0.925
huasco,10,dann,123,2,0.8421052631578947,0.96
huasco,10,dann,123,3,0.9,0.9499999999999998
huasco,10,dann,123,4,0.9523809523809523,0.94
huasco,10,dann,123,5,0.75,0.7400000000000001
huasco,10,dann,123,6,0.7619047619047619,0.88
huasco,10,dann,123,7,0.8235294117647058,0.94
huasco,10,dann,123,8,0.8571428571428571,0.82
huasco,10,dann,123,9,0.9,0.93
huasco,10,dann,123,10,0.8,0.865
huasco,10,dann,123,11,0.9473684210526315,0.99
huasco,10,dann,123,12,0.8421052631578947,0.9400000000000001
huasco,10,dann,123,13,0.5714285714285714,1.0
huasco,10,dann,123,14,0.8421052631578947,0.97
huasco,10,dann,123,15,0.9090909090909091,0.9400000000000001
huasco,10,dann,123,16,0.8888888888888888,0.97
huasco,10,dann,123,17,0.8571428571428571,0.88
huasco,10,dann,123,18,0.9523809523809523,0.99
huasco,10,dann,123,19,0.9090909090909091,0.9600000000000001
huasco,10,dann,123,20,0.7777777777777778,0.95
huasco,10,dann,123,21,0.6666666666666666,0.92
huasco,10,dann,123,22,0.9523809523809523,0.9400000000000001
huasco,10,dann,123,23,0.5333333333333333,0.9099999999999999
huasco,10,dann,123,24,0.9,0.9800000000000001
huasco,10,dann,123,25,0.9,0.97
huasco,10,dann,123,26,0.8,0.92
huasco,10,dann,123,27,0.8333333333333334,0.9400000000000001
huasco,10,dann,123,28,0.9523809523809523,1.0
huasco,10,dann,123,29,0.9,0.96
huasco,10,dann,123,30,0.8421052631578947,0.9600000000000001
huasco,10,dann,123,31,0.7619047619047619,0.77
huasco,10,dann,123,32,0.9523809523809523,0.99
huasco,10,dann,123,33,0.9090909090909091,0.91
huasco,10,dann,123,34,0.9090909090909091,0.91
huasco,10,dann,123,35,0.9473684210526315,1.0
huasco,10,dann,123,36,0.9,0.9500000000000001
huasco,10,dann,123,37,0.9473684210526315,1.0
huasco,10,dann,123,38,0.9473684210526315,1.0
huasco,10,dann,123,39,0.9,0.9400000000000001
huasco,10,dann,123,40,0.8333333333333334,0.8300000000000001
huasco,10,dann,123,41,0.9090909090909091,0.9600000000000001
huasco,10,dann,123,42,0.7058823529411765,0.93
huasco,10,dann,123,43,0.8333333333333334,1.0
huasco,10,dann,123,44,0.8888888888888888,1.0
huasco,10,dann,123,45,0.75,1.0
huasco,10,dann,123,46,0.7368421052631579,0.8350000000000001
huasco,10,dann,123,47,0.9523809523809523,0.99
huasco,10,dann,123,48,0.9090909090909091,0.98
huasco,10,dann,123,49,0.9473684210526315,0.98
huasco,20,dann,123,0,0.7619047619047619,0.87
huasco,20,dann,123,1,0.9473684210526315,1.0
huasco,20,dann,123,2,0.8,0.89
huasco,20,dann,123,3,0.8421052631578947,0.8900000000000001
huasco,20,dann,123,4,0.9090909090909091,0.9099999999999999
huasco,20,dann,123,5,0.6666666666666666,0.76
huasco,20,dann,123,6,0.9523809523809523,0.93
huasco,20,dann,123,7,0.8571428571428571,0.9600000000000001
huasco,20,dann,123,8,1.0,1.0
huasco,20,dann,123,9,1.0,1.0
huasco,20,dann,123,10,0.9523809523809523,0.97
huasco,20,dann,123,11,0.8888888888888888,1.0
huasco,20,dann,123,12,1.0,1.0
huasco,20,dann,123,13,1.0,1.0
huasco,20,dann,123,14,0.9,0.9900000000000001
huasco,20,dann,123,15,0.9090909090909091,0.925
huasco,20,dann,123,16,0.7777777777777778,0.8400000000000001
huasco,20,dann,123,17,1.0,1.0
huasco,20,dann,123,18,0.8888888888888888,0.97
huasco,20,dann,123,19,0.9,0.99
huasco,20,dann,123,20,0.9090909090909091,0.915
huasco,20,dann,123,21,0.8888888888888888,0.9900000000000001
huasco,20,dann,123,22,0.8571428571428571,0.9299999999999999
huasco,20,dann,123,23,1.0,1.0
huasco,20,dann,123,24,0.7777777777777778,0.97
huasco,20,dann,123,25,0.8571428571428571,0.905
huasco,20,dann,123,26,0.8888888888888888,0.98
huasco,20,dann,123,27,0.9090909090909091,0.9
huasco,20,dann,123,28,0.9473684210526315,0.92
huasco,20,dann,123,29,0.8235294117647058,0.98
huasco,20,dann,123,30,0.8695652173913043,0.8749999999999999
huasco,20,dann,123,31,0.9090909090909091,0.9400000000000001
huasco,20,dann,123,32,0.8,0.9000000000000001
huasco,20,dann,123,33,0.9090909090909091,0.93
huasco,20,dann,123,34,1.0,0.9999999999999999
huasco,20,dann,123,35,1.0,1.0
huasco,20,dann,123,36,0.9,0.9800000000000001
huasco,20,dann,123,37,1.0,1.0
huasco,20,dann,123,38,0.9473684210526315,1.0
huasco,20,dann,123,39,0.8571428571428571,0.9400000000000002
huasco,20,dann,123,40,0.9090909090909091,0.99
huasco,20,dann,123,41,0.8571428571428571,0.94
huasco,20,dann,123,42,0.7368421052631579,0.86
huasco,20,dann,123,43,0.8571428571428571,0.98
huasco,20,dann,123,44,0.8888888888888888,1.0
huasco,20,dann,123,45,0.8695652173913043,1.0
huasco,20,dann,123,46,0.8421052631578947,0.8999999999999999
huasco,20,dann,123,47,0.9,0.97
huasco,20,dann,123,48,0.8571428571428571,0.96
huasco,20,dann,123,49,0.8,0.85
elqui,1,dann,123,0,0.75,0.7000000000000001
elqui,1,dann,123,1,0.6666666666666666,0.7100000000000001
elqui,1,dann,123,2,0.5,0.64
elqui,1,dann,123,3,0.6363636363636364,0.71
elqui,1,dann,123,4,0.6666666666666666,0.59
elqui,1,dann,123,5,0.72,0.64
elqui,1,dann,123,6,0.7619047619047619,0.9000000000000001
elqui,1,dann,123,7,0.782608695652174,0.77
elqui,1,dann,123,8,0.782608695652174,0.74
elqui,1,dann,123,9,0.42857142857142855,0.77
elqui,1,dann,123,10,0.8181818181818182,0.73
elqui,1,dann,123,11,0.782608695652174,0.715
elqui,1,dann,123,12,0.15384615384615385,0.73
elqui,1,dann,123,13,0.7058823529411765,0.79
elqui,1,dann,123,14,0.5454545454545454,0.59
elqui,1,dann,123,15,0.6956521739130435,0.6799999999999999
elqui,1,dann,123,16,0.7777777777777778,0.9
elqui,1,dann,123,17,0.4,0.27
elqui,1,dann,123,18,0.6666666666666666,0.6
elqui,1,dann,123,19,0.6666666666666666,0.9600000000000001
elqui,1,dann,123,20,0.7777777777777778,0.97
elqui,1,dann,123,21,0.6666666666666666,0.8200000000000002
elqui,1,dann,123,22,0.7692307692307693,0.52
elqui,1,dann,123,23,0.47619047619047616,0.41000000000000003
elqui,1,dann,123,24,0.72,0.64
elqui,1,dann,123,25,0.8571428571428571,0.89
elqui,1,dann,123,26,0.7272727272727273,0.665
elqui,1,dann,123,27,0.6956521739130435,0.7999999999999999
elqui,1,dann,123,28,0.5333333333333333,0.8600000000000001
elqui,1,dann,123,29,0.75,0.78
elqui,1,dann,123,30,0.7272727272727273,0.73
elqui,1,dann,123,31,0.7407407407407407,0.55
elqui,1,dann,123,32,0.8,0.6
elqui,1,dann,123,33,0.6666666666666666,0.65
elqui,1,dann,123,34,0.6666666666666666,0.81
elqui,1,dann,123,35,0.16666666666666666,0.8300000000000001
elqui,1,dann,123,36,0.6666666666666666,0.7999999999999999
elqui,1,dann,123,37,0.43478260869565216,0.22999999999999998
elqui,1,dann,123,38,0.64,0.6799999999999999
elqui,1,dann,123,39,0.8235294117647058,0.93
elqui,1,dann,123,40,0.7058823529411765,0.8999999999999999
elqui,1,dann,123,41,0.6666666666666666,0.9299999999999999
elqui,1,dann,123,42,0.6956521739130435,0.85
elqui,1,dann,123,43,0.46153846153846156,0.86
elqui,1,dann,123,44,0.8,0.685
elqui,1,dann,123,45,0.8235294117647058,0.92
elqui,1,dann,123,46,0.72,0.78
elqui,1,dann,123,47,0.4444444444444444,0.5750000000000001
elqui,1,dann,123,48,0.8,0.8300000000000001
elqui,1,dann,123,49,0.7272727272727273,0.83
elqui,5,dann,123,0,0.5333333333333333,0.8500000000000001
elqui,5,dann,123,1,0.46153846153846156,0.9100000000000001
elqui,5,dann,123,2,0.7619047619047619,0.7999999999999999
elqui,5,dann,123,3,0.8333333333333334,0.84
elqui,5,dann,123,4,0.8333333333333334,0.8200000000000001
elqui,5,dann,123,5,0.7777777777777778,0.88
elqui,5,dann,123,6,0.6363636363636364,0.72
elqui,5,dann,123,7,0.6666666666666666,0.75
elqui,5,dann,123,8,0.3333333333333333,0.85
elqui,5,dann,123,9,0.8333333333333334,0.92
elqui,5,dann,123,10,0.8695652173913043,0.8099999999999999
elqui,5,dann,123,11,0.7368421052631579,0.855
elqui,5,dann,123,12,0.8,0.8500000000000001
elqui,5,dann,123,13,0.5454545454545454,0.49000000000000005
elqui,5,dann,123,14,0.8571428571428571,0.9349999999999999
elqui,5,dann,123,15,0.5,0.72
elqui,5,dann,123,16,0.5882352941176471,0.74
