target,K,model,mode,n_runs,f1_mean,f1_ci_lo,f1_ci_hi,auc_mean,auc_ci_lo,auc_ci_hi
huasco,5,xgb,concat_source,150,0.6268360926276527,0.6028260853975671,0.6498496971016052,0.8308666666666666,0.8141983333333335,0.8462016666666667
huasco,5,xgb,independent,150,0.7081721096279403,0.6820916701804002,0.7331611570574307,0.7714333333333333,0.7521316666666666,0.7896458333333334
huasco,10,catboost,concat_source,150,0.662209274836479,0.6419759828316617,0.6832479239041546,0.8212,0.8055966666666666,0.8368683333333333
huasco,10,catboost,independent,150,0.8096552348824256,0.7947885095647487,0.8249736411561845,0.8950666666666668,0.882865,0.9067366666666666
huasco,10,logreg,concat_source,150,0.7163114649727114,0.7017055292603778,0.7304491456118701,0.7417333333333334,0.7241983333333334,0.7609366666666667
huasco,10,logreg,independent,150,0.8680875554770828,0.8532051246324753,0.8819832144137502,0.9218666666666668,0.9103316666666665,0.9332016666666666
huasco,10,rf,concat_source,150,0.6743504785000276,0.6533416321489666,0.6956143093257156,0.8138666666666666,0.7981983333333332,0.8302
huasco,10,rf,independent,150,0.8322505286434034,0.8196021926338221,0.8454968196786867,0.9045000000000001,0.8920558333333334,0.9165733333333335
huasco,10,xgb,concat_source,150,0.6539517876842549,0.6297274787218285,0.6746266098034269,0.8228666666666665,0.8084599999999998,0.8363466666666666
huasco,10,xgb,independent,150,0.7868244463019668,0.7684409986964671,0.8033832059935523,0.8713,0.8546941666666665,0.8864383333333332
huasco,20,catboost,concat_source,150,0.6824140848582226,0.6611601513406601,0.7025364904282911,0.8272666666666667,0.8126000000000001,0.8406133333333333
huasco,20,catboost,independent,150,0.8694255986656038,0.8571843953139584,0.881917057185771,0.9328666666666665,0.9229999999999999,0.9417433333333333
huasco,20,logreg,concat_source,150,0.7268340059824512,0.7140204541960234,0.740407030059101,0.7544666666666667,0.7379333333333333,0.7723366666666668
huasco,20,logreg,independent,150,0.9084875033433385,0.8995291858323893,0.9177939420355897,0.9475333333333333,0.9389333333333334,0.9555349999999999
huasco,20,rf,concat_source,150,0.7463347330842283,0.7269583736978137,0.7652869150128673,0.8510666666666666,0.8361883333333334,0.8656016666666667
huasco,20,rf,independent,150,0.868421807055809,0.8569537607371267,0.8804399242069757,0.9393999999999998,0.9303641666666667,0.9482008333333335
huasco,20,xgb,concat_source,150,0.7174949569407774,0.6990334175270321,0.7355253765169012,0.8569999999999999,0.8438616666666665,0.8698016666666668
huasco,20,xgb,independent,150,0.82581065013916,0.8083532105390683,0.8425273852296853,0.9130333333333333,0.9006666666666668,0.9245016666666668
limari,1,catboost,concat_source,150,0.47498785957764295,0.4552468630011199,0.49403902306127545,0.7035333333333332,0.6875316666666667,0.71887
limari,1,catboost,independent,150,0.5717483333082011,0.5458719402414905,0.5975259614972168,0.5339666666666667,0.512255,0.556135
limari,1,logreg,concat_source,150,0.5720168988567157,0.5567779279445869,0.587049528272812,0.624,0.6043983333333333,0.643605
limari,1,logreg,independent,150,0.5647768106053701,0.5327462196036242,0.5955656577563666,0.535,0.507255,0.559405
limari,1,rf,concat_source,150,0.45419356907282593,0.4331321776134082,0.4741924222506653,0.6743333333333333,0.6568616666666667,0.6915333333333333
limari,1,rf,independent,150,0.5464480665268243,0.5174318057558538,0.5768616937699095,0.5139333333333334,0.49135833333333323,0.5352700000000001
limari,1,xgb,concat_source,150,0.36674362370801994,0.3405187994854016,0.3923938828171026,0.6744000000000001,0.6586650000000001,0.6928783333333334
limari,1,xgb,independent,150,0.0,0.0,0.0,0.5,0.5,0.5
limari,5,catboost,concat_source,150,0.44515169453869136,0.42420711552236323,0.4679525745367464,0.7156666666666667,0.6997266666666667,0.7309366666666668
limari,5,catboost,independent,150,0.6388627031183454,0.612669646064514,0.6667840205817607,0.7136666666666667,0.6955316666666665,0.7322358333333334
limari,5,logreg,concat_source,150,0.5597044849100039,0.5434347370767609,0.5768996881612328,0.6146666666666667,0.596265,0.6319349999999999
limari,5,logreg,independent,150,0.6566998932274922,0.632022758929893,0.6782810514763551,0.6843333333333333,0.6603183333333333,0.706335
limari,5,rf,concat_source,150,0.4783213773458759,0.4563199121162087,0.49832568000903227,0.6868,0.6704,0.7022666666666667
limari,5,rf,independent,150,0.6442428049442576,0.6215509106531882,0.6668638914666413,0.6981,0.6771983333333333,0.7218333333333333
limari,5,xgb,concat_source,150,0.4302701464915087,0.40514311791579594,0.45751379006700205,0.7125999999999999,0.6959966666666667,0.7279366666666667
limari,5,xgb,independent,150,0.5086090718823029,0.4831798222854082,0.5338765326168623,0.5333666666666667,0.5125866666666667,0.5529408333333332
limari,10,catboost,concat_source,150,0.5137354535156392,0.4932722719632162,0.5342827992870562,0.7190666666666666,0.7028616666666667,0.7344016666666666
limari,10,catboost,independent,150,0.6941438650760846,0.6750547229439631,0.7122745783475969,0.7569333333333332,0.7386633333333333,0.7753383333333332
limari,10,logreg,concat_source,150,0.5694833250603295,0.5540044317648469,0.5857382980091221,0.62,0.6012649999999999,0.6374683333333334
limari,10,logreg,independent,150,0.7135906694536209,0.6975116428837211,0.7310751014576558,0.7569333333333332,0.7393983333333333,0.7757366666666667
limari,10,rf,concat_source,150,0.5092528822339025,0.48799290326708394,0.5315640549238779,0.6914,0.6768000000000001,0.707205
limari,10,rf,independent,150,0.7158354097939372,0.6980064792719092,0.7330627646917893,0.7684000000000001,0.7512958333333333,0.7845075
limari,10,xgb,concat_source,150,0.5116186083744704,0.48774686904913683,0.5368737377923347,0.7185999999999999,0.7016616666666666,0.7348066666666666
limari,10,xgb,independent,150,0.6427934504469256,0.6222196707412329,0.6624674471146254,0.6859666666666666,0.66653,0.7050091666666666
limari,20,catboost,concat_source,150,0.5232511359681234,0.5024425570658458,0.5436656542083921,0.7342666666666667,0.7175316666666667,0.7508016666666667
limari,20,catboost,independent,150,0.7436628399082476,0.7255044734975252,0.7589597424076998,0.7847333333333332,0.7687316666666667,0.800275
limari,20,logreg,concat_source,150,0.5730368049861926,0.5578935540156936,0.5895040975815239,0.6332000000000001,0.6154649999999999,0.6528016666666667
limari,20,logreg,independent,150,0.7524672132867225,0.73893874303294,0.7666608096682843,0.8219333333333333,0.8069983333333334,0.8376100000000001
limari,20,rf,concat_source,150,0.6007405422284948,0.5812982604263766,0.621113639803285,0.7195999999999999,0.701665,0.7363449999999999
limari,20,rf,independent,150,0.7376363439109793,0.7227275269405616,0.7519342316150918,0.8156333333333332,0.8025633333333333,0.8289666666666666
limari,20,xgb,concat_source,150,0.6095336097722691,0.5893395319905835,0.631656977612557,0.7752666666666667,0.7599983333333336,0.7896716666666668
limari,20,xgb,independent,150,0.7071033138660545,0.6900622463876193,0.7232056642484436,0.7638333333333333,0.7477283333333333,0.7794058333333334
